"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_1.c","9","11","9","13"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_10.c","12","5","12","7"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_2.c","13","5","13","7"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_3.c","13","5","13","7"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_4.c","8","15","8","17"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_5.c","7","11","7","13"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_6.c","9","11","9","13"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe476_scenario03_7.c","0","0","0","0"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_8.c","8","11","8","13"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/cwe476_scenario03_9.c","7","11","7","13"
