"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_1.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_10.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_2.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_3.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_4.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_5.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_6.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_7.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_8.c","0","0","0","0"
"Success","Analysis completed","INFO","No vulnerabilities found","cwe77_scenario02_9.c","0","0","0","0"
